nll_mean,nli_flag_gpt_label,nli_flag_ent_label,nll_ent_0,nll_ent_1,nll_ent_-1,mi_mean,nli_flag_ent_output,mi_ent_0,mi_ent_1,mi_ent_-1
6.436084490110564,No,-1,6.870770236392353,0.4977175706567672,6.057465394337972,6.835221814612548,-1,6.496804549619251,13.273643970489502,14.182247161865234
9.860571115951949,No,-1,9.962711088545866,,1.246766760531399,3.518559380434453,1,3.518559380434453,,
8.925477995411105,No,-1,8.933197488559038,,3.004626750946045,3.876440327304105,-1,3.7942178504807607,12.822587490081789,8.303230142593383
9.147316301294872,No,1,9.147316301294872,,,3.387013136409223,1,3.387013136409223,,
8.721887541672913,No,-1,8.899797390177646,,2.689126315103336,3.881576814378301,-1,3.80288915746794,,13.874909241994224
7.914428778859777,No,-1,7.969900022915354,4.066198555131753,4.133958697319031,4.985952862848838,1,4.985952862848838,,
10.014403651992325,No,-1,10.126347695170969,,2.310618135062131,3.4469821748013296,1,3.4469821748013296,,
7.043661770583033,No,-1,7.113215708328215,0.0906341727823019,1.4722482208162546,6.2055304038027925,-1,6.072918429634328,,12.862651507059732
8.120880002735552,No,1,8.322955687760372,0.1548437878097358,,4.210413998303314,-1,3.968032828945527,14.096651196479796,12.728015422821043
10.476301838600191,No,-1,10.66346403940582,0.1566305235028267,1.3117915668214362,3.885671298330029,-1,3.7424927279942897,12.13429832458496,15.027974552578396
6.889637437001511,No,1,6.889637437001511,,,6.122666861861944,-1,6.10088387532951,,11.67732842763265
8.452898137378119,No,-1,8.555848677011907,1.2902592697313853,2.914470959454775,4.245709111914039,1,4.162726819671671,14.784460226694742,
8.815881999915291,No,-1,8.860230186876022,0.1087802108377218,9.806622505187988,4.541637596674264,-1,4.51369365979735,15.171713829040527,15.316617012023926
7.706780768870279,No,-1,8.082977930721762,0.3388255533734054,1.4104995608329771,5.312749401355783,-1,5.143149390480275,13.888049443562826,13.581151962280272
8.143648871698437,No,-1,8.332677140201936,0.5251341385145982,2.720564103126526,4.520403490091364,1,4.370641597848854,13.218113385714018,
8.424755053849367,No,1,8.542802035397106,0.9877952163418134,,5.047294203812878,-1,5.004641298848297,,13.19399905204773
9.90557520367535,No,-1,10.2588451088725,0.8774574394696034,0.924267140799202,3.59489930421114,-1,3.4777959618085945,,16.325705528259277
9.98851073285914,No,1,10.156496606357642,0.2324080796769032,,3.799333220347762,1,3.634323140931508,14.194968223571776,
9.10105194056814,No,-1,9.114045543070912,,4.124502182006836,3.4069610064228377,1,3.4069610064228377,,
9.321819849334132,No,-1,9.49116746127477,0.1430600244890559,0.4145727393527825,3.955405630171299,-1,3.7355034989459854,13.618247178884651,13.837795734405518
7.017255282406647,No,-1,7.417873768620193,0.2630471820011735,0.2572291195392608,5.444322645664215,-1,5.073199505334372,12.177570660909018,13.025296211242676
9.00474688331451,No,-1,9.147678054768024,0.4955014446750283,3.202657699584961,3.96782837373515,1,3.757735727315253,13.842182755470276,
6.154634094426001,No,-1,6.456226898829999,0.7711016885363139,3.9803792536258698,7.213346241042018,-1,7.090859390953754,12.349086682001747,14.83365273475647
9.792807385378788,No,-1,9.93264429445921,0.1556595876812934,0.3077451884746551,3.435308792628348,1,3.324702490288224,11.819266510009763,
7.991537712511975,No,1,8.237456803625399,1.4922474473714828,,5.023676552499334,-1,4.921294603511553,12.04137659072876,12.144188245137531
7.768876799585996,No,-1,7.959201706523563,0.1767225881156168,9.656776428222656,5.489783204471071,-1,5.31244711563966,12.649120860629612,9.446435928344728
9.54058895362929,No,1,9.60207788822965,0.1573775336146354,,3.9432163884242377,-1,3.884575265106961,12.065037409464518,14.132073402404783
6.826763991564803,No,1,6.893797137969626,1.1736353114247322,,5.670332844679554,-1,5.477228336846268,14.255390167236328,11.819323799826885
9.45008881581695,No,-1,9.713620041559471,0.3333697568037008,1.6578780549267929,3.745182625949383,-1,3.540305504334148,12.47895962851388,11.438226381937662
9.98925514518487,No,-1,10.291358165432928,0.4560772294276639,1.2624018121510745,3.562393445521593,-1,3.3657080357768145,13.065617561340332,14.45455551147461
9.12752225563357,No,1,9.400731021938943,0.6580505001669129,,3.9333343307177215,-1,3.65791745140928,13.219333103724887,10.717948740178889
7.894539959709921,No,-1,8.2048952013758,1.7267922686619892,1.1555567106956408,4.909903447454174,-1,4.480035510590099,13.887868217799976,13.959904114405314
9.451269490423632,No,-1,9.71356275382658,0.1514906928874552,6.313634395599365,4.270838449398677,-1,3.990806193517936,13.568620999654136,13.840673923492432
9.971246683967667,No,1,10.385155167577624,0.752375912655032,,3.72394559532404,1,3.489571954602393,12.963201221666838,
