nll_mean,nli_flag_gpt_label,nli_flag_ent_label,nll_ent_0,nll_ent_1,nll_ent_-1,mi_mean,nli_flag_ent_output,mi_ent_0,mi_ent_1,mi_ent_-1
0.0762781486121303,Yes,-1,0.0720788610672437,,0.8783420696854591,0.5962363084157308,-1,0.5796830079079918,,13.292617797851562
0.1505539325975817,No,-1,0.1487770277718142,0.0010352734243497,1.6611816883087158,0.8241526323060194,-1,0.7449485666611615,,21.021189371744796
0.0201172532169096,No,-1,0.019959186905827,,0.1413541138172149,0.587189727773269,-1,0.5637305842850945,,18.580352783203125
0.1756608902383121,No,1,0.1660190235732593,0.6288286234957923,,1.7419029319037993,1,1.5155813888499612,23.242449522018436,
0.0383230540514887,No,1,0.0383230540514887,,,0.6065319658567508,1,0.6065319658567508,,
0.013447962210994,No,1,0.013447962210994,,,0.673592389250795,1,0.673592389250795,,
0.0534533310182254,No,-1,0.0506216936834144,0.0254882425069808,0.6005794247612357,0.5692430225511392,-1,0.5174152922786139,,13.785314242045084
0.0730932370085284,No,1,0.073437118048275,0.0074119584169238,,0.6550601776689291,-1,0.5961933441012709,,23.20105743408203
0.1759914830020932,No,-1,0.1725326062100295,0.0243766444473294,1.7970532178878784,0.7696136273443699,-1,0.7558382138745882,,11.335355758666992
0.0546427272606067,No,1,0.0546427272606067,,,0.5466414919743935,1,0.5466414919743935,,
0.1339879935251649,No,-1,0.1083841135775066,,4.041140073537827,0.8102051429450512,-1,0.7383672404663725,,14.53124451637268
0.070570224094844,Yes,-1,0.0697599764826745,,0.3808950595557689,0.5600386609633764,-1,0.5205520064650254,,15.683427333831789
0.027728329803466,No,1,0.027792592255164,0.0031158108031377,,0.657404468084375,1,0.5973448274029765,23.66024684906006,
0.2615121434329737,Yes,-1,0.2482082856773744,3.036500414212545,2.1006946563720703,1.3156749966243904,1,1.3156749966243904,,
0.0743657459222433,No,-1,0.0733267473732789,0.0049738958477973,0.2899026816558034,0.6840620034684738,-1,0.6017867826042375,23.098581314086918,14.165311813354492
0.0139259949323786,No,1,0.0139328089900584,0.0086996126919984,,0.6312596288820108,1,0.6312596288820108,,
